SA1_7DIGITCODE_2016	employmentToPopulation
3149113	49.5
3149114	51.8
3149115	49.7
3149117	59.6
3149118	58.1
3149201	50.3
3149202	44.3
3149203	54.7
3149204	51.3
3149205	32.4
3149206	44.1
3149207	44.2
3149208	46.5
3149209	48.6
3149210	40.6
3149211	55.1
3149212	67.4
3149301	55.7
3149302	24.6
3149303	59.4
3149304	65.5
3149305	50.5
3149306	62.4
3149307	45.9
3149308	56.1
3149309	49.3
3149310	49
3149311	42.8
3149312	41
3149313	37.5
3149314	52.7
3149315	42.1
3149316	44.6
3149317	38.9
3149318	36.3
3149319	33.6
3149320	44.8
3149321	43.7
3149323	42.1
3149324	49
3149325	50.8
3149326	48.1
3149327	45.5
3149328	55.9
3149329	51.5
3149330	50.8
3149331	59.5
3149332	56.6
3149333	55.2
3149334	11
3149335	61.5
3149336	49.6
3149401	58.6
3149402	41
3149403	54.7
3149404	57.7
3149405	54.2
3149406	56.7
3149407	60
3149408	50.5
3149409	33.8
3149501	41.2
3149502	47.8
3149503	31.6
3149504	49.2
3149505	48.7
3149506	41.2
3149507	33.4
3149508	37.3
3149509	42.6
3149510	46.4
3149511	41.6
3149512	41.7
3149513	44.4
3149514	42.6
3149515	37.6
3149516	34.1
3149517	41.7
3149601	50
3149602	64.2
3149603	41.4
3149604	51.2
3149605	56.6
3149606	58.1
3149607	37.8
3149608	53.1
3149609	59.2
3149610	51.3
3149611	48.9
3149612	38.2
3149613	37.7
3149701	46.4
3149702	39.6
3149703	30.2
3149704	41.1
3149705	1.4
3149706	35.5
3149707	37.8
3149708	55.9
3149709	41.4
3149710	36.1
3149711	48.9
3149712	32.4
3149713	49.3
3149714	61.9
3149715	33.1
3149716	51.7
3149717	57.9
3149718	43.3
3149719	52.7
3149720	58.4
3149721	40.7
3149722	48.5
3149801	47.7
3149803	40.9
3149804	23.3
3149805	35.2
3149806	61.5
3149807	51.2
3149808	56
3149809	49.9
3149810	54.6
3149811	51.8
3149812	46.1
3149813	38.2
3149814	51
3149815	42.3
3149816	55.4
3149817	33.3
3149818	42
3149819	48.4
3149820	53.9
3149821	46
3149822	52.9
3149823	38.9
3149824	43.3
3149901	51.9
3149902	54.1
3149903	42.4
3149904	53.3
3149905	44.8
3149906	52.7
3149907	32
3149908	46.2
3149909	63.9
3149910	42.3
3149911	35.4
3149912	49.7
3149913	30.2
3149914	23.4
3149915	20.6
3149916	53.7
3149917	24.1
3149919	45.1
3149920	39.8
3149921	34.8
3149922	38.1
3149923	54.2
3149924	42.3
3149925	33.7
3149926	31.6
3149927	43.4
3149928	65.6
3149929	45.9
3149930	46.4
3150001	36.7
3150002	22.1
3150003	4.2
3150004	48.1
3150005	58
3150006	51.8
3150007	51.1
3150008	52.5
3150009	45.5
3150010	64.7
3150011	26.2
3150012	34.9
3150013	47.9
3150014	54.7
3150015	36.4
3150017	50.7
3150018	41.4
3150019	53
3150020	69.2
3150021	51.3
3150022	4.7
3150101	41.5
3150102	48.2
3150103	43.2
3150104	56.9
3150105	54.7
3150106	40.7
3150107	40.9
3150108	49.1
3150109	48.3
3150110	53.6
3150111	42.8
3150112	48.5
3150113	37.3
3150114	25.7
3150115	71.1
3150201	45.5
3150202	52.8
3150203	49
3150204	50.3
3150205	41.5
3150206	53.3
3150207	52.7
3150208	41.3
3150209	38.5
3150210	55.4
3150211	28
3150212	41.5
3150213	42.6
3150214	45
3150215	44.4
3150216	40.9
3150217	45.4
3150218	57.1
3150219	45.6
3150220	39.2
3150221	30.3
3150222	11.8
3150223	43.8
3150224	47.5
3150225	40.5
3150226	46.1
3150227	43.6
3150301	55.4
3150302	59.1
3150303	55.5
3150304	61.8
3150305	58.2
3150306	49.9
3150307	55.4
3150308	46.8
3150309	42.5
3150310	49.8
3150311	28.2
3150312	24.8
3150313	55.7
3150314	63.2
3150315	42.5
3150316	57.7
3150317	45
3150318	64.4
3150319	69.8
3150320	65.5
3150401	48.2
3150402	37.8
3150403	35.9
3150404	45.8
3150405	28.3
3150406	40.9
3150407	34.5
3150408	35.6
3150409	37.5
3150410	40.6
3150411	38.6
3150412	27.2
3150413	29.1
3150414	33.2
3150501	53.2
3150502	41.6
3150503	41.5
3150504	38.5
3150505	43.4
3150506	32.3
3150507	42.1
3150508	55.2
3150509	57.6
3150511	57.1
3150512	59.5
3150513	54.7
3150514	55.9
3150515	46.8
3150516	59.1
3150517	64
3150518	65.8
3150519	62.2
3150520	40.4
3150521	56.1
3150522	47.1
3150523	49.2
3150524	52.9
3150525	51
3150526	65.3
3150527	65
3150601	37.4
3150602	27.9
3150603	49.1
3150604	59.6
3150605	55.6
3150606	54
3150607	45.6
3150608	57.7
3150609	58.2
3150610	49.5
3150611	60
3150612	47.2
3150613	16.2
3150614	32.9
3150615	43.4
3150616	21.8
3150617	42.2
3150618	46
3150619	38.8
3150620	34.7
3150621	51.2
3150622	44.1
3150623	38.8
3150624	38
3150625	34.7
3150701	52.6
3150702	57.5
3150703	52.8
3150704	67.6
3150705	55.1
3150706	62.6
3150707	74.8
3150708	64.2
3150709	56.1
3150710	43.4
3150711	64.2
3150712	55
3150713	64
3150714	42.7
3150801	34.9
3150802	36.3
3150803	44.7
3150804	44.3
3150805	46
3150806	39.7
3150808	56.5
3150809	58.8
3150810	32.3
3150811	61.5
3150812	49.6
3150813	62
3150814	52.4
3150815	81.5
3150816	55
3150817	36.8
3150901	36.5
3150902	33
3150903	19.3
3150904	29.7
3150905	34.4
3150906	23.7
3150907	34.9
3150908	35.9
3150909	36
3150910	40.4
3150911	36.4
3150912	54.1
3150913	47.3
3150914	40.6
3150915	26.5
3150916	24.9
3150917	21.5
3150918	21
3150919	31.6
3150920	32.4
3150921	30.9
3150922	41.6
3150923	38.6
3150924	45.2
3150925	37.1
3150926	42.6
3150927	26.4
3151001	62.5
3151101	17.7
3151102	20.6
3151103	26.8
3151104	17.8
3151105	30.6
3151106	18.4
3151107	19
3151108	22
3151110	29.5
3151113	18.2
3151114	47
3151115	39.5
3151116	27.7
3151117	39
3151118	46.3
3151119	24.8
3151120	29.2
3151121	26.6
3151204	44.3
3151205	52.2
3151206	36.2
3151207	38.3
3151208	39.2
3151209	44.8
3151210	45.7
3151211	46.3
3151212	42.1
3151213	28.9
3151214	25.6
3151215	38.8
3151216	42.2
3151217	35.5
3151218	38.3
3151219	55.5
3151220	37.4
3151221	45.4
3151222	43.6
3151223	46.4
3151224	30
3151225	44
3151226	39.3
3151227	34.9
3151228	40.8
3151229	37.8
3151230	46
3151231	41.1
3151232	35.3
3151233	47
3151234	52.7
3151235	54.8
3151236	56.3
3151237	47.4
3151238	48.8
3151239	30.3
3151302	64.8
3151303	50
3151304	22.1
3151305	41.5
3151306	49.8
3151307	31.1
3151308	50.7
3151309	51.1
3151310	54.2
3151311	52.6
3151312	49.2
3151314	60.3
3151315	47.9
3151316	58.6
3151317	50.8
3151401	32.7
3151402	48
3151403	44.7
3151404	53.6
3151405	51.4
3151406	56.5
3151408	51.4
3151409	57.5
3151410	43.8
3151411	51.1
3151412	48.4
3151413	55.4
3151414	48.4
3151415	49.4
3151416	49.8
3151417	47.6
3151418	50
3151420	39.4
3151421	54.1
3151422	35.7
3151423	57.3
3151424	50.8
3151425	54.8
3151426	44.4
3151427	51.9
3151428	47.9
3151429	47.5
3151430	35.5
3151431	31.9
3151432	27.8
3151433	44.4
3151434	51.7
3151435	51.7
3151436	53.4
3151437	49.8
3151438	49.3
3151439	45.6
3151440	49
3151441	38.8
3151442	53.4
3151443	49.6
3151444	57.1
3151445	58.8
3151446	53.2
3151447	45
3151448	55.7
3151449	39.9
3151450	31.6
3151451	36.7
3151452	42.9
3151453	49.3
3151501	30.3
3151502	42
3151503	49.4
3151504	43.2
3151505	44.1
3151506	63.2
3151507	30.9
3151508	61.5
3151509	57.3
3151510	32.9
3151511	41.5
3151601	45.3
3151602	47.8
3151603	57.8
3151605	35.5
3151606	55.9
3151607	51
3151608	49.2
3151609	51.1
3151610	40.1
3151611	53.9
3151701	52.9
3151702	47.3
3151703	50.3
3151704	55.2
3151705	54.3
3151706	49.5
3151707	46.3
3151708	46.6
3151709	49.4
3151710	37.1
3151711	50.8
3151712	49.8
3151801	27.8
3151802	32.7
3151803	23.7
3151804	48.8
3151805	48.6
3151806	50.3
3151807	49.9
3151808	51.1
3151809	30.7
3151810	29
3151811	40.4
3151812	35.3
3151814	17.2
3151815	46
3151816	40.8
3151817	39.2
3151820	40.5
3151821	34.4
3151822	31.2
3151823	35.3
3151824	35.1
3151825	41
3151826	5.1
3151827	10.7
3151828	2.5
3151829	41.2
3151831	35.3
3151832	46.2
3151833	46
3151834	34.1
3151902	36.9
3151903	33.7
3151904	29.9
3151905	36.8
3151906	33.6
3151907	50
3151908	30.5
3151909	35.5
3151910	39.3
3151911	38.1
3151912	35.5
3151913	29.8
3151914	41.3
3151915	35.1
3152001	34.8
3152002	37
3152003	36.9
3152004	43.6
3152005	39.1
3152006	29.9
3152007	34.9
3152008	34.8
3152009	28.1
3152010	35.4
3152011	35.1
3152012	36.4
3152013	33.2
3152014	38.8
3152015	34.1
3152016	27.5
3152017	32.1
3152018	41.1
3152019	44.7
3152020	32.2
3152021	7
3152022	37.5
3152023	43.6
3152024	34.9
3152025	29.6
3152026	44.1
3152027	42.3
3152028	63.9
3152029	52.9
3152030	41.5
3152033	45.7
3152034	51.8
3152035	43.8
3152036	43.4
3152037	50.5
3152101	37.8
3152102	37.7
3152103	30
3152104	37.9
3152105	32.4
3152106	33.1
3152107	32.9
3152108	42.1
3152109	33.5
3152110	30.2
3152111	40.2
3152112	38.3
3152113	30.8
3152114	38
3152115	43.3
3152116	36.5
3152117	40.7
3152118	38
3152119	52.3
3152120	58.4
3152121	61.4
3152122	59.7
3152123	56.1
3152124	37.6
3152126	43
3152127	40.3
3152128	64
3152130	36.6
3152131	55.7
3152132	40.3
3152201	32.5
3152202	36.9
3152203	33.8
3152204	30.5
3152205	38.3
3152206	56.8
3152207	39.8
3152208	51.1
3152209	34.4
3152210	77.8
3152211	37
3152212	36.1
3152213	22.5
3152214	38.5
3152215	13.1
3152216	14.6
3152217	62.4
3152218	34.2
3152219	20.8
3152220	35.7
3152221	25.4
3152222	19.6
3152223	27.8
3152224	13.3
3152225	22.5
3152226	25.6
3152301	36.2
3152302	37.3
3152303	39
3152304	29.7
3152305	35.3
3152307	49.6
3152308	41.6
3152309	47.1
3152401	42.9
3152402	37.2
3152403	42.6
3152404	33.2
3152405	35.9
3152406	44.8
3152407	35.9
3152408	41.3
3152409	23.8
3152410	39.7
3152411	37
3152412	42.9
3152413	54.4
3152415	35.8
3152416	38.3
3152417	33
3152418	24.3
3152419	40.1
3152420	34.5
3152421	42.2
3152422	31.4
3152423	28.1
3152424	37.5
3152425	37.6
3152426	43.6
3152427	29.1
3152428	44.2
3152429	35.3
3152430	33.2
3152431	42
3152432	40.7
3152433	26.8
3152434	42.2
3152435	28.4
3152436	42
3152437	31.9
3152439	49.1
3152441	40
3152442	34
3152443	34.6
3152444	32.8
3152445	39.2
3152446	43.9
3152447	27.1
3152448	44.5
3152449	35.9
3152450	14.8
3152451	24
3152452	58.7
3152453	67.3
3152501	17
3152502	23.2
3152503	27.6
3152504	35.8
3152505	53.5
3152506	53.8
3152507	42.2
3152508	53.7
3152509	49
3152510	53.4
3152511	43.5
3152512	35.5
3152513	44.9
3152514	35.9
3152516	34.4
3152517	47
3152518	26.6
3152519	18.8
3152520	27.7
3152521	19.9
3152522	25.7
3152601	43.5
3152602	30
3152603	57.3
3152604	52.4
3152605	50
3152606	21.5
3152607	45.2
3152608	52.5
3152609	49.8
3152610	61
3152611	52.1
3152612	53.7
3152613	61.7
3152701	29.1
3152702	22.8
3152703	24.5
3152704	25.9
3152705	48.5
3152706	29.3
3152707	25.3
3152708	55.8
3152709	21.1
3152710	29
3152711	31.4
3152712	34.2
3152713	47
3152714	44.5
3152715	26.1
3152716	39.2
3152717	29.2
3152718	23.7
3152719	37.6
3152720	23.7
3152721	55.5
3152722	50.2
3152724	24.7
3152801	71.5
3152802	58
3152803	80.7
3152804	38.9
3152805	73.7
3152806	47.5
3152807	66.2
3152808	57.7
3152809	76.7
3152810	67.5
3152811	73.4
3152812	70.7
3152813	47.5
3152815	68.3
3152816	52
3152817	55.8
3152818	55.3
3152819	64.2
3152820	49.5
3152821	67.3
3152822	61.6
3152823	75.4
3152824	53.5
3152825	66.2
3152826	82.3
3152827	71.3
3152828	77.8
3152829	73.7
3152830	68.2
3152831	68.8
3152832	65.7
3152901	33.9
3152902	65.2
3152903	57.4
3152904	62.8
3152905	71.3
3152906	68.8
3152907	46.8
3152908	59.5
3152909	67.2
3152910	67.8
3152911	73.1
3152913	67.5
3152914	72.7
3152915	67.8
3152916	67.9
3152917	49.3
3152918	62.1
3152919	72.3
3153001	39
3153002	26.7
3153003	42.9
3153004	31.5
3153005	51.9
3153007	48.2
3153008	43.7
3153009	44.7
3153010	44.2
3153011	41.5
3153012	41.5
3153013	47.8
3153014	57.7
3153015	37.2
3153016	54.2
3153017	46.2
3153018	55.6
3153019	38.4
3153101	63.4
3153102	64.8
3153103	56.3
3153105	44.3
3153106	63.1
3153107	57.9
3153108	57.5
3153109	59.9
3153110	56.8
3153111	63
3153112	58.6
3153113	51.5
3153114	59.4
3153115	55.7
3153116	63.1
3153117	59.9
3153118	66.2
3153119	51.4
3153120	62.5
3153121	58.8
3153122	59.2
3153123	64.7
3153302	72.4
3153303	67.4
3153305	61.2
3153306	39.9
3153307	64.7
3153308	58.3
3153309	59.4
3153310	59.8
3153311	57.5
3153312	59.3
3153313	45.7
3153314	70.2
3153315	59.8
3153316	62.5
3153317	67.1
3153318	62
3153319	59.6
3153320	44.2
3153321	52.1
3153322	72.1
3153323	73.5
3153324	69.5
3153325	61.7
3153326	25.2
3153327	64.5
3153328	64.9
3153401	50
3153402	48.8
3153403	47.8
3153404	42.2
3153405	54.5
3153406	52.5
3153407	36.6
3153408	56
3153409	47.2
3153410	45.1
3153411	45.6
3153412	58.3
3153413	65.9
3153414	60
3153415	40
3153416	71
3153501	60
3153502	72.1
3153503	66.6
3153504	56.6
3153505	50.9
3153506	57.2
3153507	50.9
3153508	55.4
3153509	43.1
3153510	55.2
3153511	55.4
3153512	65.1
3153513	47.9
3153514	54
3153515	60.1
3153516	57.3
3153517	60.6
3153518	67
3153519	58.4
3153520	57.5
3153521	50.3
3153522	62.7
3153523	59.8
3153524	49.5
3153525	59.1
3153526	58.2
3153527	66.8
3153601	68.5
3153602	62.2
3153603	58.7
3153604	55.2
3153605	60.4
3153606	60.6
3153607	61.3
3153608	64.2
3153609	70.3
3153610	67.8
3153801	64.7
3153802	52.1
3153803	63.7
3153804	69.8
3153805	38.9
3153806	66.2
3153807	59.4
3153808	48.8
3153809	74.1
3153810	52.5
3153811	62.8
3153812	61.7
3153813	60.7
3153814	57.3
3153815	65.6
3153902	57.8
3153903	57.8
3153904	50.4
3153905	48.1
3153906	51.5
3153907	41.8
3153908	51.5
3153909	50.9
3153910	53.9
3153911	46.5
3153912	43
3153913	53.9
3154001	41.1
3154002	64.3
3154003	52.2
3154004	28.2
3154005	45.1
3154006	54.4
3154007	64.4
3154008	49.5
3154009	39.5
3154010	47.1
3154011	23.4
3154012	51.4
3154013	48
3154014	43.5
3154015	50.3
3154016	54.2
3154017	43.2
3154018	58.5
3154019	41.3
3154020	54
3154021	46.2
3154022	57.2
3154023	46.7
3154025	49.9
3154026	52.2
3154027	28.9
3154028	48.5
3154029	65.2
3154030	20.9
3154031	59.9
3154032	28.4
3154101	44.8
3154102	58.3
3154103	48.2
3154104	57.4
3154105	48.8
3154106	59.4
3154107	52.3
3154108	59.8
3154109	48.3
3154110	59.3
3154111	51
3154112	63.4
3154113	52.6
3154114	54.3
3154115	57.9
3154116	25.7
3154117	29.4
3154118	52.1
3154119	57.1
3154120	57.1
3154121	53
3154122	51.2
3154123	51.8
3154124	44.6
3154125	48
3154126	57.9
3154127	27.9
3154128	61
3154129	56.2
3154130	36.6
3154131	44.4
3154132	49
3154133	60.6
3154134	62.9
3154136	43
3154137	57.3
3154138	44.2
3154139	44.1
3154201	47.9
3154202	53.9
3154203	42.7
3154204	43.7
3154205	56.2
3154206	43.5
3154207	54.3
3154208	62
3154209	54.5
3154210	72
3154211	58.7
3154212	60.3
3154213	44.7
3154214	62.3
3154215	69.3
3154216	9
3154217	54.6
3154218	50.4
3154219	47.7
3154220	56.6
3154221	60.2
3154222	61.3
3154223	64.2
3154224	43.9
3154225	57.1
3154226	52
3154227	58.6
3154228	49.2
3154229	50.7
3154230	56.2
3154231	43.5
3154232	65.3
3154301	58.5
3154302	53.1
3154303	64.1
3154304	58.9
3154305	54.6
3154306	60.5
3154307	54.2
3154308	27.3
3154309	59.8
3154310	54.3
3154311	60.6
3154401	56.2
3154402	64.7
3154403	61.6
3154404	62.2
3154405	52.5
3154406	25.1
3154407	66.4
3154408	54.8
3154409	49.8
3154501	63.2
3154502	66.2
3154503	60.8
3154504	64.5
3154505	52.7
3154506	57.7
3154507	25.7
3154508	59.6
3154509	79.8
3154510	3.1
3154512	65.5
3154513	42.2
3154514	61.9
3154515	67.1
3154516	64.1
3154517	63
3154518	63.4
3154519	63.5
3154520	58.8
3154601	35.6
3154602	33.3
3154603	63.6
3154604	62.8
3154605	60.5
3154606	61.8
3154607	53.7
3154608	59.3
3154609	61.8
3154610	55.5
3154611	60.7
3154701	47.2
3154702	57.2
3154703	65.4
3154704	55.6
3154705	50.7
3154706	56.2
3154707	49.9
3154708	52.6
3154709	63.4
3154710	62.6
3154711	45.9
3154712	55.5
3154713	62.6
3154714	59.6
3154715	56.9
3154716	54.7
3154717	53.3
3154718	54.1
3154719	54.7
3154720	58.6
3154721	57.1
3154722	66.8
3154723	51.6
3154801	49.4
3154802	17.4
3154803	55.5
3154804	39.5
3154805	55.3
3154806	38.6
3154807	59.3
3154808	52.6
3154809	49.3
3154810	59.6
3154811	51.3
3154812	57.8
3154813	62.1
3154814	48.5
3154815	64.7
3154816	59.2
3154817	52.3
3154818	55.1
3154819	51.1
3154820	50.9
3154821	45.9
3154822	48.5
3154823	33.7
3154824	57.3
3154825	63.2
3154826	40.5
3154827	56.1
3154828	55.4
3154829	44.6
3154830	50.6
3154831	44.1
3154832	52.2
3154833	53.9
3154834	48.7
3154835	43.7
3154836	60.1
3154837	58.8
3154838	56.7
3154839	58
3154840	59
3154841	56.3
3154842	48.8
3154843	52.8
3154844	61.1
3154845	60.8
3154846	66.9
3154901	47.1
3154902	49.8
3154903	50.7
3154904	58.4
3154905	58.2
3154906	55
3154907	58
3154908	48.3
3154909	53.8
3154910	49.7
3154911	56.3
3154912	57.7
3154913	55.6
3154914	43
3154915	54.7
3154916	48
3154917	49.7
3154918	34.7
3154919	36.7
3154920	59.9
3154921	57.8
3154922	45.5
3154923	60.2
3154924	43.7
3154925	43.4
3154926	58.5
3154927	47.7
3154928	53.9
3154929	63.5
3154930	53.7
3154931	54.6
3154932	54.9
3154933	58.2
3154934	52
3154935	59.3
3154936	51.9
3154937	53
3154938	66.8
3154939	54.5
3154940	55.1
3154941	46.5
3154942	50.5
3154943	49.7
3154944	45.5
3154945	45.1
3154946	52.5
3154947	54.4
3154948	46.5
3154949	50.2
3154950	50.3
3154951	52.3
3154952	51.3
3154953	50.1
3154954	57.1
3154955	61.6
3154956	46.7
3154957	45
3154958	55.2
3154959	48.4
3949999	26.3
3979993	40.3
4100101	58.4
4100102	56.3
4100103	51.1
4100104	51.5
4100105	57.2
4100106	53.8
4100107	43.2
4100108	44
4100111	20.3
4100113	41.9
4100114	58.2
4100115	51.5
4100116	52.4
4100117	52.4
4100118	56.5
4100119	39
4100120	16.7
4100122	9
4100129	24.1
4100130	50.9
4100133	42.4
4100134	39.5
4100135	29.1
4100136	32.1
4100138	65.7
4100139	16.5
4100140	39.2
4100141	41.4
4100142	63
4100143	26.4
4100144	59.1
4100145	34
4100146	20.3
4100147	31.9
4100148	28.2
4100201	49.8
4100202	48.8
4100203	49.9
4100204	45.8
4100205	60.7
4100206	60.8
4100207	40.7
4100208	36.1
4100209	54.3
4100210	57.2
4100211	57.9
4100212	55.3
4100214	46.6
4100215	56.5
4100216	50.5
4100218	60
4100219	31.2
4100220	59.9
4100221	52.3
4100301	70.3
4100302	65.5
4100303	62.4
4100304	60.4
4100305	65.4
4100306	66.7
4100307	60.4
4100308	62.5
4100309	60
4100310	77.3
4100311	60.1
4100312	64.7
4100313	61.4
4100314	60.9
4100315	44.3
4100316	70.2
4100317	69.4
4100318	59.1
4100319	60.8
4100321	63.9
4100322	56.3
4100323	70.6
4100401	55
4100402	61
4100403	56.3
4100404	65
4100405	65.7
4100406	63.9
4100407	56.9
4100408	63.9
4100409	71.6
4100410	69.5
4100411	65.5
4100412	60.5
4100413	55.2
4100414	62.8
4100415	62.7
4100416	63.7
4100417	43
4100418	57.6
4100419	73.5
4100420	66.5
4100421	60.4
4100422	61.9
4100423	64.5
4100424	57.7
4100425	50
4100426	58.2
4100427	57.6
4100428	60.2
4100429	68.1
4100430	60
4100431	62
4100432	57.3
4100433	61.4
4100434	67.1
4100435	72.3
4100436	70.7
4100437	59.2
4100438	72.8
4100439	70.6
4100440	65.6
4100441	64.9
4100442	71.1
4100443	67.1
4100444	63
4100445	60.8
4100446	70.7
4100447	63.4
4100501	70.9
4100502	46.2
4100503	49.3
4100504	53.6
4100505	69.5
4100506	58.9
4100507	57.5
4100508	59.4
4100509	70.3
4100510	60.6
4100511	68
4100512	58
4100513	63.1
4100514	36.1
4100601	45
4100602	65.9
4100603	67.6
4100604	66.8
4100605	59.2
4100606	59.8
4100607	60
4100608	62.5
4100609	69.9
4100610	67.4
4100611	45.6
4100612	39.1
4100613	63.9
4100614	65.4
4100615	61.8
4100616	64.7
4100617	63.9
4100618	61.3
4100619	53.4
4100620	72.8
4100621	57.5
4100622	61.4
4100623	60.8
4100624	46.4
4100625	65
4100701	69.3
4100702	62.5
4100703	59.2
4100705	70.4
4100706	59.4
4100707	64
4100708	19.9
4100709	48.6
4100710	42
4100713	72.9
4100714	62.1
4100715	60.9
4100717	58.1
4100718	55.9
4100719	52.7
4100720	58.9
4100721	34.4
4100722	56.4
4100723	56.3
4100725	64.3
4100726	63.2
4100727	50.9
4100729	58.9
4100730	53.9
4100731	58.4
4100732	71
4100735	65.7
4100736	65
4100737	72
4100738	62.2
4100739	68.6
4100740	71.1
4100743	72.4
4100744	70.7
4100748	61.1
4100749	33.9
4100750	64.9
4100751	66.3
4100752	67.2
4100753	59.9
4100754	63.2
4100757	75.3
4100758	64.2
4100801	67
4100804	61.3
4100805	64.1
4100806	69.7
4100807	65.3
4100808	70.9
4100809	61.2
4100810	62.8
4100811	60
4100812	69.8
4100813	63.6
4100814	60.7
4100815	65.2
4100817	61.2
4100818	51.5
4100819	66.3
4100820	69.9
4100821	64.5
4100822	73.1
4100823	60.3
4100903	60.1
4100905	63.3
4100908	67.5
4100909	70.4
4100910	64.2
4100911	68.5
4100912	61
4100913	68
4100914	70.1
4100915	57.5
4100916	66.3
4100917	74.2
4100918	64.4
4100919	80.6
4101001	60.3
4101002	50
4101003	57.3
4101004	65.3
4101005	69.2
4101006	50
4101007	62.9
4101008	56.9
4101009	61.2
4101010	62.7
4101011	64.9
4101012	65.4
4101013	70
4101014	56.1
4101016	59.6
4101101	55.3
4101102	56.7
4101103	55.1
4101104	58.6
4101105	62.1
4101106	58.8
4101107	50.9
4101108	55.8
4101109	59.7
4101110	56.9
4101111	62.1
4101112	50.4
4101113	58.5
4101114	54.8
4101115	50.5
4101116	53.4
4101117	54.1
4101118	64.4
4101119	60
4101120	62
4101121	58.6
4101122	58
4101123	67.1
4101124	65.8
4101125	57.8
4101126	68.1
4101127	61.8
4101128	59.1
4101129	58.8
4101130	54.5
4101131	59
4101132	62.3
4101133	55.1
4101134	58
4101135	45.3
4101136	58.5
4101137	58.9
4101138	55.2
4101139	58.7
4101140	57.2
4101141	45.4
4101142	58.6
4101143	58.2
4101144	48.1
4101201	54.9
4101202	53.5
4101203	54
4101204	64.8
4101205	52.4
4101206	54.7
4101207	41.8
4101208	56.2
4101209	56.2
4101210	65.5
4101211	64.2
4101212	61.2
4101213	60.3
4101214	51.7
4101215	53
4101216	53.6
4101217	55.6
4101218	54.8
4101219	53.4
4101220	59.6
4101221	51.5
4101301	53.6
4101302	49.8
4101303	47.3
4101304	58.5
4101305	61
4101306	68.3
4101307	37.4
4101308	54.1
4101309	65.5
4101310	56.5
4101311	55.2
4101312	42.4
4101313	5.8
4101314	59.7
4101315	58.1
4101316	64.5
4101317	38.4
4101318	40.6
4101319	56.2
4101320	60.6
4101321	63.8
4101322	61.4
4101323	58.9
4101324	60.5
4101325	58.4
4101326	50.9
4101327	40
4101328	54
4101329	65.9
4101330	52.2
4101331	54.4
4101332	56.9
4101333	64.2
4101334	46.1
4101335	59.1
4101336	45
4101401	74.4
4101402	66.3
4101403	66.3
4101404	55.2
4101405	63.1
4101406	62.5
4101408	55.4
4101409	56.9
4101410	63.3
4101411	54.5
4101412	48.9
4101413	59.4
4101414	62.5
4101415	70.5
4101416	61.7
4101417	64
4101418	59.1
4101419	64.5
4101420	56.2
4101421	62.1
4101422	65
4101424	64.6
4101425	57.4
4101426	68.5
4101427	67.7
4101501	60.7
4101502	49.7
4101503	49.8
4101504	38.9
4101505	27.7
4101506	61.7
4101507	49.1
4101508	51.6
4101509	50
4101510	47.9
4101511	52.4
4101512	50.8
4101513	45.8
4101514	59.4
4101515	51.2
4101516	50.7
4101517	50
4101518	65.3
4101519	56.4
4101520	63.8
4101521	47.8
4101522	50.4
4101523	51.2
4101524	59.2
4101525	36.7
4101526	51.6
4101527	51.8
4101528	54.1
4101529	65.4
4101530	53.5
4101531	58.1
4101532	57.5
4101533	50.4
4101534	34.8
4101535	56.2
4101536	51.4
4101537	57.2
4101538	39.6
4101539	68.4
4101540	51.2
4101541	61.4
4101542	44.2
4101543	68.1
4101544	52.9
4101545	53.5
4101601	58.3
4101602	55.2
4101603	33.5
4101604	48.6
4101605	51.1
4101606	58.5
4101607	62.5
4101608	51.5
4101609	53.7
4101610	47.9
4101611	58.5
4101612	55.2
4101613	56.9
4101614	66.5
4101615	62.7
4101616	57.5
4101617	56.4
4101618	58.3
4101619	52.4
4101620	58.1
4101621	48.4
4101622	49.6
4101623	59.2
4101624	62.4
4101625	55.1
4101626	43.1
4101627	53.8
4101628	61
4101629	68.4
4101630	55.6
4101631	55.9
4101632	53.2
4101633	33.2
4101634	61.1
4101635	55.3
4101636	59.6
4101637	46.3
4101638	53.1
4101639	54.8
4101640	51.2
4101641	51.2
4101642	56.3
4101643	51.9
4101644	43.5
4101645	56
4101701	56.5
4101702	70.3
4101703	66.9
4101704	60.6
4101705	61.3
4101706	59
4101707	58
