SA1_7DIGITCODE_2016	persons
3153317	669
3153318	891
3153319	409
3153320	192
3153321	511
3153322	342
3153323	362
3153324	508
3153325	414
3153326	314
3153327	539
3153328	318
3153401	6
3153402	478
3153403	526
3153404	476
3153405	301
3153406	410
3153407	401
3153408	505
3153409	501
3153410	328
3153411	528
3153412	393
3153413	412
3153414	5
3153415	209
3153416	525
3153417	9
3153501	421
3153502	421
3153503	538
3153504	233
3153505	407
3153506	1118
3153507	341
3153508	523
3153509	328
3153510	524
3153511	416
3153512	566
3153513	525
3153514	483
3153515	238
3153516	663
3153517	366
3153518	559
3153519	333
3153520	541
3153521	186
3153522	413
3153523	303
3153524	256
3153525	311
3153526	425
3153527	304
3153601	259
3153602	490
3153603	234
3153604	398
3153605	427
3153606	459
3153607	316
3153608	493
3153609	260
3153610	283
3153801	451
3153802	316
3153803	551
3153804	443
3153805	177
3153806	373
3153807	485
3153808	380
3153809	494
3153810	392
3153811	394
3153812	251
3153813	361
3153814	319
3153815	772
3153902	316
3153903	696
3153904	302
3153905	445
3153906	386
3153907	447
3153908	243
3153909	342
3153910	578
3153911	392
3153912	198
3153913	372
3154001	1228
3154002	37
3154003	429
3154004	680
3154005	348
3154006	499
3154007	312
3154008	315
3154009	418
3154010	369
3154011	275
3154012	614
3154013	532
3154014	481
3154015	460
3154016	559
3154017	686
3154018	251
3154019	342
3154020	495
3154021	543
3154022	489
3154023	435
3154024	6
3154025	1200
3154026	474
3154027	426
3154028	370
3154029	352
3154030	104
3154031	702
3154032	269
3154101	526
3154102	288
3154103	475
3154104	608
3154105	595
3154106	309
3154107	559
3154108	547
3154109	516
3154110	267
3154111	511
3154112	396
3154113	476
3154114	476
3154115	415
3154116	549
3154117	374
3154118	397
3154119	275
3154120	586
3154121	514
3154122	609
3154123	557
3154124	462
3154125	349
3154126	378
3154127	421
3154128	356
3154129	393
3154130	573
3154131	560
3154132	389
3154133	307
3154134	241
3154136	451
3154137	215
3154138	729
3154139	558
3154201	451
3154202	253
3154203	615
3154204	435
3154205	369
3154206	527
3154207	285
3154208	447
3154209	428
3154210	245
3154211	419
3154212	276
3154213	443
3154214	291
3154215	419
3154216	465
3154217	430
3154218	386
3154219	342
3154220	392
3154221	339
3154222	291
3154223	346
3154224	229
3154225	368
3154226	535
3154227	523
3154228	291
3154229	444
3154230	376
3154231	269
3154232	297
3154301	415
3154302	547
3154303	416
3154304	269
3154305	449
3154306	343
3154307	324
3154308	11
3154309	323
3154310	320
3154311	331
3154401	2210
3154402	600
3154403	555
3154404	1076
3154405	580
3154406	478
3154407	710
3154408	406
3154409	722
3154501	818
3154502	895
3154503	406
3154504	324
3154505	356
3154506	496
3154507	590
3154508	536
3154509	243
3154510	287
3154512	803
3154513	352
3154514	344
3154515	266
3154516	257
3154517	454
3154518	441
3154519	321
3154520	166
3154601	457
3154602	397
3154603	224
3154604	489
3154605	341
3154606	232
3154607	257
3154608	440
3154609	355
3154610	293
3154611	271
3154701	480
3154702	984
3154703	271
3154704	262
3154705	670
3154706	775
3154707	655
3154708	283
3154709	436
3154710	203
3154711	558
3154712	697
3154713	564
3154714	393
3154715	652
3154716	532
3154717	245
3154718	235
3154719	277
3154720	322
3154721	434
3154722	276
3154723	338
3154801	404
3154802	428
3154803	432
3154804	548
3154805	380
3154806	619
3154807	369
3154808	225
3154809	324
3154810	344
3154811	301
3154812	366
3154813	667
3154814	330
3154815	685
3154816	266
3154817	498
3154818	320
3154819	343
3154820	569
3154821	347
3154822	291
3154823	378
3154824	477
3154825	716
3154826	529
3154827	462
3154828	563
3154829	505
3154830	500
3154831	640
3154832	586
3154833	328
3154834	421
3154835	530
3154836	387
3154837	369
3154838	289
3154839	429
3154840	293
3154841	317
3154842	402
3154843	541
3154844	407
3154845	337
3154846	507
3154901	326
3154902	265
3154903	440
3154904	356
3154905	460
3154906	484
3154907	478
3154908	197
3154909	425
3154910	668
3154911	509
3154912	324
3154913	278
3154914	548
3154915	301
3154916	556
3154917	364
3154918	300
3154919	439
3154920	459
3154921	219
3154922	464
3154923	345
3154924	391
3154925	304
3154926	244
3154927	279
3154928	346
3154929	198
3154930	397
3154931	283
3154932	384
3154933	303
3154934	468
3154935	359
3154936	376
3154937	398
3154938	281
3154939	308
3154940	159
3154941	385
3154942	500
3154943	417
3154944	302
3154945	613
3154946	368
3154947	419
3154948	363
3154949	302
3154950	195
3154951	511
3154952	288
3154953	504
3154954	296
3154955	518
3154956	374
3154957	253
3154958	331
3154959	212
3949999	12510
3979993	150
4100101	450
4100102	382
4100103	198
4100104	577
4100105	392
4100106	371
4100107	653
4100108	338
4100111	58
4100113	681
4100114	558
4100115	443
4100116	694
4100117	443
4100118	340
4100119	722
4100120	469
4100122	339
4100126	3
4100129	29
4100130	307
4100133	593
4100134	392
4100135	389
4100136	411
4100138	356
4100139	556
4100140	419
4100141	325
4100142	237
4100143	431
4100144	353
4100145	463
4100146	414
4100147	844
4100148	475
4100201	467
4100202	380
4100203	399
4100204	451
4100205	558
4100206	297
4100207	264
4100208	544
4100209	370
4100210	295
4100211	392
4100212	297
4100214	353
4100215	400
4100216	548
4100218	5
4100219	276
4100220	314
4100221	346
4100301	291
4100302	254
4100303	388
4100304	299
4100305	341
4100306	390
4100307	192
4100308	385
4100309	189
4100310	155
4100311	324
4100312	496
4100313	386
4100314	347
4100315	359
4100316	377
4100317	201
4100318	377
4100319	513
4100320	3
4100321	275
4100322	151
4100323	126
4100401	455
4100402	526
4100403	396
4100404	307
4100405	484
4100406	369
4100407	268
4100408	429
4100409	290
4100410	337
4100411	400
4100412	382
4100413	306
4100414	398
4100415	266
4100416	518
4100417	460
4100418	372
4100419	341
4100420	264
4100421	494
4100422	516
4100423	463
4100424	407
4100425	385
4100426	415
4100427	508
4100428	404
4100429	329
4100430	332
4100431	305
4100432	222
4100433	390
4100434	535
4100435	536
4100436	297
4100437	260
4100438	306
4100439	545
4100440	470
4100441	342
4100442	407
4100443	186
4100444	182
4100445	237
4100446	198
4100447	228
4100501	257
4100502	522
4100503	246
4100504	225
4100505	284
4100506	264
4100507	407
4100508	482
4100509	311
4100510	544
4100511	195
4100512	212
4100513	261
4100514	263
4100601	495
4100602	230
4100603	265
4100604	328
4100605	407
4100606	439
4100607	375
4100608	393
4100609	321
4100610	211
4100611	350
4100612	315
4100613	374
4100614	352
4100615	439
4100616	538
4100617	457
4100618	740
4100619	336
4100620	376
4100621	381
4100622	236
4100623	201
4100624	303
4100625	165
4100701	575
4100702	346
4100703	429
4100705	241
4100706	356
4100707	329
4100708	449
4100709	283
4100710	429
4100713	462
4100714	597
4100715	191
4100717	268
4100718	479
4100719	436
4100720	434
4100721	520
4100722	491
4100723	545
4100725	570
4100726	611
4100727	330
4100729	217
4100730	412
4100731	288
4100732	497
4100735	427
4100736	218
4100737	309
4100738	230
4100739	679
4100740	807
4100743	326
4100744	346
4100748	423
4100749	265
4100750	498
4100751	326
4100752	167
4100753	341
4100754	395
4100757	415
4100758	406
4100801	235
4100804	463
4100805	242
4100806	259
4100807	421
4100808	248
4100809	274
4100810	362
4100811	270
4100812	291
4100813	454
4100814	502
4100815	358
4100817	343
4100818	249
4100819	254
4100820	337
4100821	274
4100822	256
4100823	190
4100903	351
4100905	406
4100908	306
4100909	208
4100910	247
4100911	534
4100912	227
4100913	355
4100914	409
4100915	282
4100916	493
4100917	474
4100918	392
4100919	367
4101001	414
4101002	6
4101003	618
4101004	358
4101005	421
4101006	9
4101007	460
4101008	532
4101009	511
4101010	343
4101011	305
4101012	331
4101013	356
4101014	476
4101016	271
4101101	473
4101102	299
4101103	574
4101104	488
4101105	410
4101106	310
4101107	485
4101108	338
4101109	436
4101110	350
4101111	423
4101112	432
4101113	464
4101114	492
4101115	578
4101116	382
4101117	374
4101118	253
4101119	484
4101120	425
4101121	278
4101122	283
4101123	321
4101124	379
4101125	471
4101126	425
4101127	500
4101128	574
4101129	331
4101130	403
4101131	372
4101132	343
4101133	557
4101134	498
4101135	318
4101136	319
4101137	365
4101138	402
4101139	645
4101140	285
4101141	520
4101142	501
4101143	488
4101144	469
4101201	448
4101202	355
4101203	418
4101204	368
4101205	527
4101206	357
4101207	660
4101208	385
4101209	566
4101210	536
4101211	322
4101212	732
4101213	504
4101214	279
4101215	528
4101216	558
4101217	384
4101218	354
4101219	505
4101220	508
4101221	320
4101301	332
4101302	334
4101303	611
4101304	480
4101305	490
4101306	310
4101307	519
4101308	459
4101309	525
4101310	551
4101311	630
4101312	319
4101313	269
4101314	368
4101315	405
4101316	565
4101317	574
4101318	667
4101319	320
4101320	385
4101321	485
4101322	586
4101323	523
4101324	491
4101325	423
4101326	498
4101327	580
4101328	254
4101329	365
4101330	479
4101331	411
4101332	259
4101333	215
4101334	526
4101335	284
4101336	297
4101401	366
4101402	379
4101403	263
4101404	307
4101405	389
4101406	337
4101408	324
4101409	302
4101410	479
4101411	435
4101412	416
4101413	563
4101414	360
4101415	505
4101416	486
4101417	425
4101418	248
4101419	174
4101420	421
4101421	589
4101422	302
4101424	258
4101425	243
4101426	307
4101427	261
4101501	336
4101502	628
4101503	501
4101504	469
4101505	416
4101506	486
4101507	308
4101508	367
4101509	397
4101510	412
4101511	420
4101512	723
4101513	280
4101514	282
4101515	557
4101516	360
4101517	353
4101518	445
4101519	554
4101520	358
4101521	475
4101522	336
4101523	567
4101524	211
4101525	284
4101526	532
4101527	476
4101528	352
4101529	494
4101530	427
4101531	428
4101532	456
4101533	415
4101534	624
4101535	257
4101536	479
4101537	643
4101538	500
4101539	234
4101540	657
4101541	567
4101542	299
4101543	358
4101544	498
4101545	504
4101601	622
4101602	530
4101603	558
4101604	516
4101605	424
4101606	518
4101607	441
4101608	553
4101609	516
4101610	696
4101611	484
4101612	622
4101613	393
4101614	265
4101615	358
4101616	591
4101617	403
4101618	503
4101619	600
4101620	396
4101621	609
4101622	560
4101623	435
4101624	420
4101625	374
4101626	545
4101627	419
4101628	585
4101629	244
4101630	366
4101631	580
4101632	513
4101633	439
4101634	662
4101635	692
4101636	666
4101637	397
4101638	381
4101639	382
4101640	636
4101641	504
4101642	310
4101643	302
4101644	303
4101645	349
4101701	432
4101702	504
4101703	414
4101704	431
4101705	385
4101706	356
4101707	320
4101708	317
4101709	466
4101710	548
4101711	377
4101712	319
4101713	487
4101714	382
4101715	415
4101716	555
4101717	228
4101718	544
4101719	588
4101720	441
4101721	373
4101722	582
4101723	373
4101724	240
4101801	576
4101802	396
4101803	621
4101804	310
4101805	386
4101806	436
4101807	530
4101808	523
4101809	331
4101810	382
4101811	549
4101812	440
4101813	268
4101814	330
4101815	529
4101816	414
4101817	503
4101818	312
4101819	381
4101820	318
4101821	431
4101822	420
4101823	478
4101824	694
4101825	340
4101826	384
4101827	259
4101828	539
4101829	273
4101901	294
4101902	387
4101903	567
4101904	449
4101905	312
4101906	334
4101907	221
4101908	454
4101909	294
4101910	387
4101911	366
4101912	436
4101913	470
4101914	503
4101915	351
4101916	352
4101917	453
4101918	449
4101919	319
4101920	507
4101921	444
4101922	342
4101923	527
4101924	382
4101925	551
4101926	567
4101927	382
4101928	292
4101929	285
4101930	299
4101931	379
4101932	605
4102001	431
4102002	335
4102003	351
4102004	592
4102005	501
4102006	549
4102007	628
4102008	408
4102009	336
4102010	387
4102011	557
4102012	340
4102013	228
4102014	431
4102101	449
4102102	532
4102103	435
4102104	635
4102105	427
4102106	557
4102107	350
4102108	438
4102109	613
4102110	423
4102111	519
4102113	377
4102114	370
4102115	256
4102116	500
4102117	439
4102118	353
4102119	571
4102120	320
4102121	617
4102122	486
4102123	333
4102124	249
4102125	531
4102126	521
4102127	451
4102128	334
4102129	296
4102130	332
4102131	244
4102132	400
4102133	397
4102134	500
4102135	197
4102201	539
4102202	319
4102203	688
4102204	486
4102205	382
4102206	532
4102207	515
4102208	391
4102209	457
4102210	582
4102211	567
4102212	316
4102213	470
4102214	307
4102215	375
4102216	335
4102217	283
4102301	412
4102302	584
4102303	454
4102304	544
4102305	573
4102306	364
4102307	449
4102308	522
4102309	482
4102310	613
4102311	299
4102312	520
4102313	296
4102314	340
4102315	466
4102316	330
4102317	246
4102318	450
4102319	510
4102320	338
4102321	262
4102322	432
4102323	444
4102324	529
4102325	629
4102326	407
4102327	422
4102328	501
4102329	366
4102330	560
4102331	506
4102332	449
4102333	441
4102334	508
4102335	424
4102336	298
4102337	315
4102338	375
4102339	387
4102340	250
4102341	301
4102401	418
4102402	483
4102403	372
4102406	468
4102407	397
4102408	383
4102409	329
4102413	592
4102414	583
4102415	557
4102416	648
4102417	535
4102418	553
4102419	465
4102421	449
4102422	351
4102424	506
4102425	535
4102426	413
4102427	533
4102428	403
4102429	585
4102430	514
4102431	442
4102432	390
4102433	323
4102434	465
4102435	360
4102436	498
4102437	543
4102438	558
4102440	317
4102441	267
4102442	211
4102443	284
4102444	481
4102445	286
4102446	304
4102447	357
4102448	269
4102449	348
4102450	326
4102451	391
4102452	330
4102453	208
4102454	319
4102455	326
4102456	464
4102501	494
4102502	449
4102503	219
4102504	208
4102506	428
4102508	533
4102509	399
4102510	633
4102511	363
4102512	452
4102513	455
4102514	489
4102515	381
4102516	280
4102517	416
4102518	450
4102519	267
4102520	198
4102521	390
4102522	377
4102524	405
4102525	316
4102526	264
4102527	332
4102601	535
4102602	339
4102603	311
4102604	407
4102605	222
4102606	274
4102607	292
4102608	562
4102610	395
4102611	402
4102612	368
4102613	275
4102614	455
4102615	371
4102616	292
4102617	162
4102618	214
4102620	21
4102621	361
4102622	441
4102624	328
4102625	614
4102626	610
4102627	336
4102628	501
4102629	546
4102630	557
4102632	555
4102633	555
4102634	353
4102635	423
4102636	479
4102637	412
4102638	229
4102639	682
4102640	236
4102641	291
4102642	156
4102643	388
4102644	292
4102645	339
4102646	235
4102648	456
4102649	719
4102650	209
4102651	486
4102652	337
4102654	337
4102655	547
4102656	548
4102657	322
4102701	312
4102702	514
4102703	305
4102704	356
4102705	299
4102706	323
4102707	282
4102708	479
4102709	258
4102710	385
4102711	395
4102712	512
4102713	425
4102714	258
4102715	210
4102716	311
4102801	394
4102802	369
4102803	431
4102804	445
4102807	407
4102808	244
4102811	307
4102812	526
4102813	413
4102814	465
4102817	534
4102819	409
4102821	389
4102822	427
4102823	379
4102824	501
4102825	541
4102826	371
4102827	554
4102828	321
4102829	542
4102830	560
4102832	278
4102833	982
4102834	385
4102835	247
4102836	246
4102837	191
4102838	368
4102839	50
4102840	481
4102841	397
4102842	382
4102843	136
4102844	360
4102845	217
4102846	362
4102847	373
4102848	441
4102849	396
4102850	501
4102851	583
4102852	672
4102853	537
4102901	331
4102902	382
4102903	488
4102904	425
4102905	366
4102906	382
4102907	490
4102909	492
4102910	422
4102911	593
4102912	260
4102913	565
4102914	322
4102915	450
4102916	492
4102917	706
4102918	466
4102920	615
4102921	488
4102923	400
4102924	425
4102925	492
4102926	354
4102927	468
4102928	356
4102929	323
4102930	264
4102931	1098
4102932	361
4102933	846
4102934	392
4102935	485
4102936	422
4102937	435
4102938	286
4102939	411
4102940	714
4102941	384
4103001	373
4103003	651
4103004	521
4103005	494
4103006	518
4103007	541
4103008	375
4103009	508
4103010	542
4103011	394
4103012	497
4103013	319
4103014	342
4103015	417
4103016	3
4103017	188
4103018	364
4103019	513
4103020	397
4103021	342
4103022	516
4103023	637
4103024	354
4103026	382
4103027	188
4103101	485
4103102	439
4103103	370
4103104	234
4103105	586
4103106	547
4103107	336
4103108	375
4103109	541
4103110	565
4103111	423
4103112	276
4103113	565
4103114	444
4103115	375
4103116	311
4103117	406
4103118	471
4103119	320
4103120	489
4103121	640
4103122	295
4103123	545
4103124	395
4103125	390
4103126	304
4103127	496
4103128	299
4103129	282
4103130	317
4103131	393
4103201	678
4103205	280
4103206	420
4103207	399
4103208	372
4103209	851
4103210	774
4103211	145
4103213	516
4103214	536
4103215	828
4103216	362
4103217	481
4103218	3
4103219	434
4103220	741
4103221	314
4103222	3
4103223	306
4103224	301
4103225	342
4103226	396
4103227	475
4103228	654
4103229	664
4103230	865
4103301	331
4103302	296
4103303	220
4103304	423
4103305	320
4103306	314
4103307	33
4103308	414
4103309	167
4103401	433
4103402	441
4103403	396
4103404	316
4103405	412
4103406	296
4103407	507
4103408	301
4103409	424
4103410	420
4103411	368
4103412	409
4103413	512
4103414	406
4103415	436
4103416	387
4103417	473
4103418	421
4103419	466
4103420	376
4103421	552
4103422	318
4103423	366
4103424	495
4103425	422
4103426	490
4103427	570
4103428	263
4103429	565
4103502	326
4103503	349
4103504	156
4103505	295
4103506	173
4103507	557
4103510	352
4103511	257
4103512	322
4103513	542
4103514	522
4103515	376
4103601	228
4103603	636
4103604	448
4103605	619
4103606	343
4103607	570
4103608	423
4103609	390
4103610	704
4103611	548
4103612	583
4103613	487
4103614	402
4103615	476
4103616	621
4103617	595
4103618	600
4103619	537
4103620	607
4103621	762
4103622	629
4103623	616
4103624	464
4103625	547
4103626	506
4103627	363
4103628	577
4103629	402
4103630	445
4103631	665
4103632	483
4103633	482
4103634	485
4103635	433
4103636	586
4103637	537
4103638	317
